Retailer,RetaileriD,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
BevCo,1185732,07/02/23,Midwest,Illinois,Chicago,Sprite,0.39,540,211,95,0.45
BevCo,1185732,07/03/23,Midwest,Illinois,Chicago,Fanta,0.38,470,179,95,0.53
BevCo,1185732,07/04/23,Midwest,Illinois,Chicago,Powerade,0.46,510,235,117,0.50
BevCo,1185732,07/05/23,Midwest,Illinois,Chicago,Dasani Water,0.51,1050,536,337,0.63
BevCo,1185732,07/06/23,Midwest,Illinois,Chicago,Coca-Cola,0.47,1610,757,393,0.52
BevCo,1185732,07/07/23,Midwest,Illinois,Chicago,Diet Coke,0.43,810,348,157,0.45
BevCo,1185732,07/08/23,Midwest,Illinois,Chicago,Sprite,0.36,650,234,105,0.45
BevCo,1185732,07/09/23,Midwest,Illinois,Chicago,Fanta,0.39,500,195,105,0.54
BevCo,1185732,07/10/23,Midwest,Illinois,Chicago,Powerade,0.47,560,263,121,0.46
BevCo,1185732,07/11/23,Midwest,Illinois,Chicago,Dasani Water,0.54,1200,648,395,0.61
BevCo,1185732,07/12/23,Midwest,Illinois,Chicago,Coca-Cola,0.49,1490,730,372,0.51
BevCo,1185732,07/13/23,Midwest,Illinois,Chicago,Diet Coke,0.41,940,385,177,0.46
BevCo,1185732,07/14/23,Midwest,Illinois,Chicago,Sprite,0.38,750,285,140,0.49
BevCo,1185732,07/15/23,Midwest,Illinois,Chicago,Fanta,0.37,630,233,117,0.50
BevCo,1185732,07/16/23,Midwest,Illinois,Chicago,Powerade,0.49,500,245,123,0.50
BevCo,1185732,07/17/23,Midwest,Illinois,Chicago,Dasani Water,0.5,940,470,306,0.65
BevCo,1185732,07/18/23,Midwest,Illinois,Chicago,Coca-Cola,0.47,1350,635,317,0.50
BevCo,1185732,07/19/23,Midwest,Illinois,Chicago,Diet Coke,0.41,840,344,169,0.49
BevCo,1185732,07/20/23,Midwest,Illinois,Chicago,Sprite,0.36,600,216,102,0.47
BevCo,1185732,07/21/23,Midwest,Illinois,Chicago,Fanta,0.36,440,158,84,0.53
BevCo,1185732,07/22/23,Midwest,Illinois,Chicago,Powerade,0.49,490,240,110,0.46
BevCo,1185732,07/23/23,Midwest,Illinois,Chicago,Dasani Water,0.53,730,387,248,0.64
BevCo,1185732,07/24/23,Midwest,Illinois,Chicago,Coca-Cola,0.56,1150,644,354,0.55
BevCo,1185732,07/25/23,Midwest,Illinois,Chicago,Diet Coke,0.49,750,368,180,0.49
BevCo,1185732,07/26/23,Midwest,Illinois,Chicago,Sprite,0.48,390,187,84,0.45
BevCo,1185732,07/27/23,Midwest,Illinois,Chicago,Fanta,0.47,330,155,79,0.51
BevCo,1185732,07/28/23,Midwest,Illinois,Chicago,Powerade,0.56,330,185,87,0.47
BevCo,1185732,07/29/23,Midwest,Illinois,Chicago,Dasani Water,0.6,650,390,234,0.60
BevCo,1185732,07/30/23,Midwest,Illinois,Chicago,Coca-Cola,0.55,1120,616,333,0.54
BevCo,1185732,07/31/23,Midwest,Illinois,Chicago,Diet Coke,0.46,650,299,141,0.47
BevCo,1185732,08/01/23,Midwest,Illinois,Chicago,Sprite,0.48,490,235,111,0.47
BevCo,1185732,08/02/23,Midwest,Illinois,Chicago,Fanta,0.46,530,244,129,0.53
BevCo,1185732,08/03/23,Midwest,Illinois,Chicago,Powerade,0.56,410,230,115,0.50
BevCo,1185732,08/04/23,Midwest,Illinois,Chicago,Dasani Water,0.61,650,397,238,0.60
BevCo,1185732,08/05/23,Midwest,Illinois,Chicago,Coca-Cola,0.57,1500,855,470,0.55
BevCo,1185732,08/06/23,Midwest,Illinois,Chicago,Diet Coke,0.46,750,345,166,0.48
BevCo,1185732,08/07/23,Midwest,Illinois,Chicago,Sprite,0.46,750,345,169,0.49
BevCo,1185732,08/08/23,Midwest,Illinois,Chicago,Fanta,0.49,540,265,140,0.53
BevCo,1185732,08/09/23,Midwest,Illinois,Chicago,Powerade,0.59,580,342,154,0.45
BevCo,1185732,08/10/23,Midwest,Illinois,Chicago,Dasani Water,0.64,810,518,327,0.63
FizzyCo,1197831,08/11/23,Midwest,Illinois,Chicago,Coca-Cola,0.2,1890,378,151,0.40
FizzyCo,1197831,08/12/23,Midwest,Illinois,Chicago,Diet Coke,0.28,1960,549,220,0.40
FizzyCo,1197831,08/13/23,Midwest,Illinois,Chicago,Sprite,0.27,1580,427,175,0.41
FizzyCo,1197831,08/14/23,Midwest,Illinois,Chicago,Fanta,0.34,1520,517,264,0.51
FizzyCo,1197831,08/15/23,South,Texas,Dallas,Powerade,0.37,940,348,122,0.35
FizzyCo,1197831,08/16/23,South,Texas,Dallas,Dasani Water,0.33,1470,485,267,0.55
FizzyCo,1197831,08/17/23,South,Texas,Dallas,Coca-Cola,0.23,1760,405,174,0.43
FizzyCo,1197831,08/18/23,South,Texas,Dallas,Diet Coke,0.32,1630,522,209,0.40
FizzyCo,1197831,08/19/23,South,Texas,Dallas,Sprite,0.34,1190,405,174,0.43
FizzyCo,1197831,08/20/23,South,Texas,Dallas,Fanta,0.32,1280,410,217,0.53
FizzyCo,1197831,08/21/23,South,Texas,Dallas,Powerade,0.38,750,285,100,0.35
FizzyCo,1197831,08/22/23,South,Texas,Dallas,Dasani Water,0.32,1400,448,251,0.56
FizzyCo,1197831,08/23/23,South,Texas,Dallas,Coca-Cola,0.29,1820,528,264,0.50
FizzyCo,1197831,08/24/23,South,Texas,Dallas,Diet Coke,0.39,1690,659,330,0.50
FizzyCo,1197831,08/25/23,South,Texas,Dallas,Sprite,0.28,1450,406,191,0.47
FizzyCo,1197831,08/26/23,South,Texas,Dallas,Fanta,0.32,1160,371,212,0.57
FizzyCo,1197831,08/27/23,South,Texas,Dallas,Powerade,0.38,810,308,139,0.45
FizzyCo,1197831,08/28/23,South,Texas,Dallas,Dasani Water,0.32,1350,432,272,0.63
FizzyCo,1197831,08/29/23,South,Texas,Dallas,Coca-Cola,0.18,1820,328,147,0.45
FizzyCo,1197831,08/30/23,South,Texas,Dallas,Diet Coke,0.28,1750,490,235,0.48
FizzyCo,1197831,08/31/23,South,Texas,Dallas,Sprite,0.25,1520,380,186,0.49
FizzyCo,1197831,09/01/23,South,Texas,Dallas,Fanta,0.29,1280,371,219,0.59
FizzyCo,1197831,09/02/23,South,Texas,Dallas,Powerade,0.34,850,289,116,0.40
FizzyCo,1197831,09/03/23,South,Texas,Dallas,Dasani Water,0.29,1560,452,280,0.62
FizzyCo,1197831,09/04/23,South,Texas,Dallas,Coca-Cola,0.19,1950,371,185,0.50
FizzyCo,1197831,09/05/23,South,Texas,Dallas,Diet Coke,0.29,1940,563,276,0.49
FizzyCo,1197831,09/06/23,South,Texas,Dallas,Sprite,0.24,1750,420,197,0.47
FizzyCo,1197831,09/07/23,South,Texas,Dallas,Fanta,0.34,1540,524,314,0.60
FizzyCo,1197831,09/08/23,South,Texas,Dallas,Powerade,0.49,1310,642,289,0.45
FizzyCo,1197831,09/09/23,South,Texas,Dallas,Dasani Water,0.43,2240,963,626,0.65
FizzyCo,1197831,09/10/23,South,Texas,Dallas,Coca-Cola,0.41,2240,918,413,0.45
FizzyCo,1197831,09/11/23,South,Texas,Dallas,Diet Coke,0.49,2000,980,470,0.48
FizzyCo,1197831,09/12/23,South,Texas,Dallas,Sprite,0.44,1760,774,364,0.47
FizzyCo,1197831,09/13/23,South,Texas,Dallas,Fanta,0.43,1740,748,412,0.55
FizzyCo,1197831,09/14/23,South,Texas,Dallas,Powerade,0.45,1450,653,281,0.43
FizzyCo,1197831,09/15/23,South,Texas,Dallas,Dasani Water,0.53,2630,1394,878,0.63
FizzyCo,1197831,09/16/23,South,Texas,Dallas,Coca-Cola,0.41,2310,947,492,0.52
FizzyCo,1197831,09/17/23,South,Texas,Dallas,Diet Coke,0.48,2150,1032,557,0.54
FizzyCo,1197831,09/18/23,South,Texas,Dallas,Sprite,0.44,2540,1118,615,0.55
FizzyCo,1197831,09/19/23,South,Texas,Dallas,Fanta,0.43,1500,645,393,0.61
FizzyCo,1197831,09/20/23,South,Texas,Dallas,Powerade,0.47,1670,785,361,0.46
FizzyCo,1197831,09/21/23,South,Texas,Dallas,Dasani Water,0.54,2550,1377,923,0.67
FizzyCo,1197831,09/22/23,South,Texas,Dallas,Coca-Cola,0.49,2080,1019,520,0.51
FizzyCo,1197831,09/23/23,South,Texas,Dallas,Diet Coke,0.53,2080,1102,551,0.50
FizzyCo,1197831,09/24/23,South,Texas,Dallas,Sprite,0.46,2730,1256,691,0.55
FizzyCo,1197831,09/25/23,South,Texas,Dallas,Fanta,0.47,1470,691,449,0.65
FizzyCo,1197831,09/26/23,South,Texas,Dallas,Powerade,0.53,1420,753,361,0.48
FizzyCo,1197831,09/27/23,South,Texas,Dallas,Dasani Water,0.56,2330,1305,913,0.70
FizzyCo,1197831,09/28/23,South,Texas,Dallas,Coca-Cola,0.53,1810,959,528,0.55
FizzyCo,1197831,09/29/23,South,Texas,Dallas,Diet Coke,0.54,1760,950,485,0.51
FizzyCo,1197831,09/30/23,South,Texas,Dallas,Sprite,0.59,2030,1198,635,0.53
FizzyCo,1197831,10/01/23,South,Texas,Dallas,Fanta,0.56,1260,706,459,0.65
FizzyCo,1197831,10/02/23,South,Texas,Dallas,Powerade,0.53,1350,716,351,0.49
FizzyCo,1197831,10/03/23,South,Texas,Dallas,Dasani Water,0.48,2030,974,682,0.70
FizzyCo,1197831,10/04/23,South,Texas,Dallas,Coca-Cola,0.39,1560,608,304,0.50
FizzyCo,1197831,10/05/23,South,Texas,Dallas,Diet Coke,0.38,1690,642,328,0.51
FizzyCo,1197831,10/06/23,South,Texas,Dallas,Sprite,0.41,1440,590,307,0.52
FizzyCo,1197831,10/07/23,South,Texas,Dallas,Fanta,0.41,1110,455,273,0.60
FizzyCo,1197831,10/08/23,South,Texas,Dallas,Powerade,0.36,1000,360,162,0.45
FizzyCo,1197831,10/09/23,South,Texas,Dallas,Dasani Water,0.45,1610,725,507,0.70
FizzyCo,1197831,10/10/23,South,Texas,Dallas,Coca-Cola,0.38,1810,688,378,0.55
FizzyCo,1197831,10/11/23,South,Texas,Dallas,Diet Coke,0.37,2180,807,403,0.50
FizzyCo,1197831,10/12/23,South,Texas,Dallas,Sprite,0.63,1760,1109,610,0.55
FizzyCo,1197831,10/13/23,South,Texas,Dallas,Fanta,0.59,1450,856,530,0.62
FizzyCo,1197831,10/14/23,South,Texas,Dallas,Powerade,0.56,1380,773,371,0.48
FizzyCo,1197831,10/15/23,South,Texas,Dallas,Dasani Water,0.67,1760,1179,766,0.65
FizzyCo,1197831,10/16/23,South,Texas,Dallas,Coca-Cola,0.59,2230,1316,710,0.54
FizzyCo,1197831,10/17/23,South,Texas,Dallas,Diet Coke,0.56,2310,1294,673,0.52
FizzyCo,1197831,10/18/23,South,Texas,Dallas,Sprite,0.62,1890,1172,633,0.54
FizzyCo,1197831,10/19/23,South,Texas,Dallas,Fanta,0.59,1730,1021,633,0.62
FizzyCo,1197831,10/20/23,South,Texas,Dallas,Powerade,0.58,1580,916,458,0.50
FizzyCo,1197831,10/21/23,South,Texas,Dallas,Dasani Water,0.65,2330,1515,1000,0.66
BevCo,1185732,10/22/23,South,Texas,Dallas,Coca-Cola,0.44,1110,488,342,0.70
BevCo,1185732,10/23/23,South,Texas,Dallas,Diet Coke,0.41,680,279,131,0.47
BevCo,1185732,10/24/23,South,Texas,Dallas,Sprite,0.33,560,185,94,0.51
BevCo,1185732,10/25/23,South,Texas,Dallas,Fanta,0.38,190,72,37,0.51
BevCo,1185732,10/26/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.54,360,194,87,0.45
BevCo,1185732,10/27/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.43,610,262,115,0.44
BevCo,1185732,10/28/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.42,1190,500,335,0.67
BevCo,1185732,10/29/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.44,350,154,74,0.48
BevCo,1185732,10/30/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.34,460,156,81,0.52
BevCo,1185732,10/31/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.39,130,51,26,0.52
BevCo,1185732,11/01/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.51,360,184,84,0.46
BevCo,1185732,11/02/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.44,680,299,135,0.45
BevCo,1185732,11/03/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.49,1200,588,412,0.70
BevCo,1185732,11/04/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.47,380,179,88,0.49
BevCo,1185732,11/05/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.36,510,184,99,0.54
BevCo,1185732,11/06/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.43,80,34,18,0.51
BevCo,1185732,11/07/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.58,200,116,46,0.40
BevCo,1185732,11/08/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.47,440,207,72,0.35
BevCo,1185732,11/09/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.46,1220,561,354,0.63
BevCo,1185732,11/10/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.45,450,203,85,0.42
BevCo,1185732,11/11/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.38,380,144,66,0.46
BevCo,1185732,11/12/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.42,200,84,39,0.46
BevCo,1185732,11/13/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.55,220,121,51,0.42
BevCo,1185732,11/14/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.48,540,259,93,0.36
BevCo,1185732,11/15/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.58,1360,789,497,0.63
BevCo,1185732,11/16/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.54,530,286,114,0.40
BevCo,1185732,11/17/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.52,420,218,100,0.46
BevCo,1185732,11/18/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.51,290,148,70,0.47
BevCo,1185732,11/19/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.59,310,183,77,0.42
BevCo,1185732,11/20/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.64,630,403,181,0.45
BevCo,1185732,11/21/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.64,1350,864,562,0.65
BevCo,1185732,11/22/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.59,700,413,190,0.46
BevCo,1185732,11/23/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.52,440,229,114,0.50
BevCo,1185732,11/24/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.52,390,203,107,0.53
BevCo,1185732,11/25/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.6,450,270,124,0.46
BevCo,1185732,11/26/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.65,810,527,221,0.42
BevCo,1185732,11/27/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.6,1450,870,583,0.67
BevCo,1185732,11/28/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.55,900,495,248,0.50
BevCo,1185732,11/29/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.51,590,301,150,0.50
BevCo,1185732,11/30/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.51,440,224,119,0.53
BevCo,1185732,12/01/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.64,600,384,184,0.48
BevCo,1185732,12/02/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.64,980,627,263,0.42
BevCo,1185732,12/03/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.6,1580,948,626,0.66
BevCo,1185732,12/04/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.54,750,405,190,0.47
BevCo,1185732,12/05/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.54,610,329,181,0.55
BevCo,1185732,12/06/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.53,580,307,166,0.54
BevCo,1185732,12/07/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.61,460,281,129,0.46
BevCo,1185732,12/08/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.64,950,608,261,0.43
BevCo,1185732,12/09/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.62,1430,887,532,0.60
BevCo,1185732,12/10/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.48,800,384,154,0.40
BevCo,1185732,12/11/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.41,500,205,92,0.45
BevCo,1185732,12/12/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.41,530,217,102,0.47
BevCo,1185732,12/13/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.5,360,180,81,0.45
BevCo,1185732,12/14/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.55,610,336,134,0.40
BevCo,1185732,12/15/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.55,1040,572,355,0.62
BevCo,1185732,12/16/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.47,630,296,124,0.42
BevCo,1185732,12/17/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.48,340,163,73,0.45
BevCo,1185732,12/18/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.48,290,139,63,0.45
BevCo,1185732,12/19/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.56,270,151,65,0.43
BevCo,1185732,12/20/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.6,630,378,147,0.39
BevCo,1185732,12/21/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.66,1130,746,485,0.65
BevCo,1185732,12/22/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.55,600,330,155,0.47
BevCo,1185732,12/23/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,550,303,160,0.53
BevCo,1185732,12/24/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.56,440,246,126,0.51
BevCo,1185732,12/25/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.64,420,269,129,0.48
BevCo,1185732,12/26/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.71,650,462,203,0.44
BevCo,1185732,12/27/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.67,1240,831,573,0.69
BevCo,1185732,12/28/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.55,690,380,171,0.45
BevCo,1185732,12/29/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,650,358,189,0.53
BevCo,1185732,12/30/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.57,530,302,160,0.53
BevCo,1185732,12/31/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.63,470,296,136,0.46
Target,1189833,01/01/23,Midwest,Montana,Billings,Powerade,0.47,770,362,271,0.75
Target,1189833,01/02/23,Midwest,Montana,Billings,Dasani Water,0.43,1380,593,231,0.39
Target,1189833,01/03/23,Midwest,Montana,Billings,Coca-Cola,0.34,1580,537,306,0.57
Target,1189833,01/04/23,Midwest,Montana,Billings,Diet Coke,0.42,1230,517,232,0.45
Target,1189833,01/05/23,Midwest,Montana,Billings,Sprite,0.43,1220,525,299,0.57
Target,1189833,01/06/23,Midwest,Montana,Billings,Fanta,0.44,810,356,196,0.55
Target,1189833,01/07/23,Midwest,Montana,Billings,Powerade,0.48,590,283,204,0.72
Target,1189833,01/08/23,Midwest,Montana,Billings,Dasani Water,0.43,1190,512,189,0.37
Target,1189833,01/09/23,Midwest,Montana,Billings,Coca-Cola,0.32,1730,554,304,0.55
Target,1189833,01/10/23,Midwest,Montana,Billings,Diet Coke,0.41,1150,472,193,0.41
Target,1189833,01/11/23,Midwest,Montana,Billings,Sprite,0.42,1280,538,306,0.57
Target,1189833,01/12/23,Midwest,Montana,Billings,Fanta,0.44,910,400,212,0.53
Target,1189833,01/13/23,Midwest,Montana,Billings,Powerade,0.48,600,288,204,0.71
Target,1189833,01/14/23,Midwest,Montana,Billings,Dasani Water,0.42,1120,470,183,0.39
Target,1189833,01/15/23,Midwest,Montana,Billings,Coca-Cola,0.44,1610,708,418,0.59
Target,1189833,01/16/23,Midwest,Montana,Billings,Diet Coke,0.43,1010,434,195,0.45
Target,1189833,01/17/23,Midwest,Montana,Billings,Sprite,0.44,1200,528,317,0.60
Target,1189833,01/18/23,Midwest,Montana,Billings,Fanta,0.36,780,281,140,0.50
Target,1189833,01/19/23,Midwest,Montana,Billings,Powerade,0.44,560,246,182,0.74
Target,1189833,01/20/23,Midwest,Montana,Billings,Dasani Water,0.55,1010,556,217,0.39
Target,1189833,01/21/23,Midwest,Montana,Billings,Coca-Cola,0.39,1500,585,333,0.57
Target,1189833,01/22/23,Midwest,Montana,Billings,Diet Coke,0.41,1060,435,191,0.44
Target,1189833,01/23/23,Midwest,Montana,Billings,Sprite,0.44,1110,488,269,0.55
Target,1189833,01/24/23,Midwest,Montana,Billings,Fanta,0.38,880,334,177,0.53
Target,1189833,01/25/23,Midwest,Montana,Billings,Powerade,0.41,610,250,185,0.74
Target,1189833,01/26/23,Midwest,Montana,Billings,Dasani Water,0.59,1080,637,242,0.38
Target,1189833,01/27/23,Midwest,Montana,Billings,Coca-Cola,0.36,1690,608,359,0.59
Target,1189833,01/28/23,Midwest,Montana,Billings,Diet Coke,0.42,1470,617,253,0.41
Target,1189833,01/29/23,Midwest,Montana,Billings,Sprite,0.44,1650,726,399,0.55
Target,1189833,01/30/23,Midwest,Montana,Billings,Fanta,0.38,1060,403,213,0.53
Target,1189833,01/31/23,Midwest,Montana,Billings,Powerade,0.41,750,308,228,0.74
Target,1189833,02/01/23,Midwest,Montana,Billings,Dasani Water,0.55,1500,825,297,0.36
Target,1189833,02/02/23,Midwest,Montana,Billings,Coca-Cola,0.37,2030,751,443,0.59
Target,1189833,02/03/23,Midwest,Montana,Billings,Diet Coke,0.41,1560,640,275,0.43
Target,1189833,02/04/23,Midwest,Montana,Billings,Sprite,0.44,1430,629,371,0.59
Target,1189833,02/05/23,Midwest,Montana,Billings,Fanta,0.36,1130,407,216,0.53
Target,1189833,02/06/23,Midwest,Montana,Billings,Powerade,0.42,1240,521,365,0.70
Target,1189833,02/07/23,Midwest,Montana,Billings,Dasani Water,0.58,1430,829,290,0.35
Target,1189833,02/08/23,Midwest,Montana,Billings,Coca-Cola,0.42,2030,853,495,0.58
Target,1189833,02/09/23,Midwest,Montana,Billings,Diet Coke,0.54,1880,1015,437,0.43
Target,1189833,02/10/23,Midwest,Montana,Billings,Sprite,0.49,1300,637,376,0.59
Target,1189833,02/11/23,Midwest,Montana,Billings,Fanta,0.41,1060,435,235,0.54
Target,1189833,02/12/23,Midwest,Montana,Billings,Powerade,0.52,1060,551,386,0.70
Target,1189833,02/13/23,Midwest,Montana,Billings,Dasani Water,0.56,1120,627,238,0.38
Target,1189833,02/14/23,Midwest,Montana,Billings,Coca-Cola,0.41,1800,738,428,0.58
Target,1189833,02/15/23,Midwest,Montana,Billings,Diet Coke,0.48,1560,749,329,0.44
Target,1189833,02/16/23,Midwest,Montana,Billings,Sprite,0.42,1170,491,275,0.56
Target,1189833,02/17/23,Midwest,Montana,Billings,Fanta,0.41,1160,476,262,0.55
Target,1189833,02/18/23,Midwest,Montana,Billings,Powerade,0.5,1000,500,365,0.73
Target,1189833,02/19/23,Midwest,Montana,Billings,Dasani Water,0.59,1220,720,288,0.40
Target,1189833,02/20/23,Midwest,Montana,Billings,Coca-Cola,0.44,1600,704,394,0.56
Target,1189833,02/21/23,Midwest,Montana,Billings,Diet Coke,0.49,1600,784,337,0.43
Target,1189833,02/22/23,Midwest,Montana,Billings,Sprite,0.41,1160,476,271,0.57
Target,1189833,02/23/23,Midwest,Montana,Billings,Fanta,0.44,1050,462,240,0.52
Target,1189833,02/24/23,Midwest,Montana,Billings,Powerade,0.54,980,529,397,0.75
Target,1189833,02/25/23,Midwest,Montana,Billings,Dasani Water,0.58,1080,626,244,0.39
Target,1189833,02/26/23,Midwest,Montana,Billings,Coca-Cola,0.38,1670,635,374,0.59
Target,1189833,02/27/23,Midwest,Montana,Billings,Diet Coke,0.42,1730,727,298,0.41
Target,1189833,02/28/23,Midwest,Montana,Billings,Sprite,0.37,1230,455,259,0.57
Target,1189833,03/01/23,Midwest,Montana,Billings,Fanta,0.39,1190,464,255,0.55
Target,1189833,03/02/23,Midwest,Montana,Billings,Powerade,0.51,1130,576,426,0.74
Target,1189833,03/03/23,Midwest,Montana,Billings,Dasani Water,0.56,1330,745,283,0.38
Target,1189833,03/04/23,Midwest,Montana,Billings,Coca-Cola,0.41,1960,804,450,0.56
Target,1189833,03/05/23,Midwest,Montana,Billings,Diet Coke,0.45,1820,819,352,0.43
Target,1189833,03/06/23,Midwest,Montana,Billings,Sprite,0.42,1330,559,335,0.60
Target,1189833,03/07/23,Midwest,Montana,Billings,Fanta,0.43,1430,615,314,0.51
Target,1189833,03/08/23,Midwest,Montana,Billings,Powerade,0.53,1200,636,464,0.73
Target,1189833,03/09/23,Midwest,Montana,Billings,Dasani Water,0.55,1300,715,286,0.40
FizzyCo,1197831,03/10/23,Midwest,Montana,Billings,Coca-Cola,0.18,2100,378,189,0.50
FizzyCo,1197831,03/11/23,Midwest,Montana,Billings,Diet Coke,0.29,1820,528,243,0.46
FizzyCo,1197831,03/12/23,Midwest,Montana,Billings,Sprite,0.27,1300,351,158,0.45
FizzyCo,1197831,03/13/23,Midwest,Montana,Billings,Fanta,0.32,1350,432,246,0.57
FizzyCo,1197831,03/14/23,South,Tennessee,Knoxville,Powerade,0.39,950,371,148,0.40
FizzyCo,1197831,03/15/23,South,Tennessee,Knoxville,Dasani Water,0.33,1250,413,268,0.65
FizzyCo,1197831,03/16/23,South,Tennessee,Knoxville,Coca-Cola,0.24,1690,406,203,0.50
FizzyCo,1197831,03/17/23,South,Tennessee,Knoxville,Diet Coke,0.33,1810,597,287,0.48
FizzyCo,1197831,03/18/23,South,Tennessee,Knoxville,Sprite,0.32,1220,390,187,0.48
FizzyCo,1197831,03/19/23,South,Tennessee,Knoxville,Fanta,0.33,1080,356,214,0.60
FizzyCo,1197831,03/20/23,South,Tennessee,Knoxville,Powerade,0.37,830,307,126,0.41
FizzyCo,1197831,03/21/23,South,Tennessee,Knoxville,Dasani Water,0.32,1330,426,272,0.64
FizzyCo,1197831,03/22/23,South,Tennessee,Knoxville,Coca-Cola,0.27,1890,510,260,0.51
FizzyCo,1197831,03/23/23,South,Tennessee,Knoxville,Diet Coke,0.37,1630,603,314,0.52
FizzyCo,1197831,03/24/23,South,Tennessee,Knoxville,Sprite,0.28,1240,347,191,0.55
FizzyCo,1197831,03/25/23,South,Tennessee,Knoxville,Fanta,0.33,1010,333,213,0.64
FizzyCo,1197831,03/26/23,South,Tennessee,Knoxville,Powerade,0.39,690,269,126,0.47
FizzyCo,1197831,03/27/23,South,Tennessee,Knoxville,Dasani Water,0.33,1110,366,242,0.66
FizzyCo,1197831,03/28/23,South,Tennessee,Knoxville,Coca-Cola,0.19,1690,321,161,0.50
FizzyCo,1197831,03/29/23,South,Tennessee,Knoxville,Diet Coke,0.24,1760,422,215,0.51
FizzyCo,1197831,03/30/23,South,Tennessee,Knoxville,Sprite,0.19,1350,257,141,0.55
FizzyCo,1197831,03/31/23,South,Tennessee,Knoxville,Fanta,0.23,1120,258,167,0.65
FizzyCo,1197831,04/01/23,South,Tennessee,Knoxville,Powerade,0.28,840,235,106,0.45
FizzyCo,1197831,04/02/23,South,Tennessee,Knoxville,Dasani Water,0.24,1610,386,263,0.68
